00000 | X=FFFF Y=FFFF Z=FFFF | jmp      00062
000E6 | X=0062 Y=0060 Z=F068 | brne     $00DA
000DA | X=0062 Y=0060 Z=F068 | st       Z, r1
000DC | X=0062 Y=0060 Z=F068 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F068 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F06A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F06A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F06A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F06A | brne     $00DA
000DA | X=0062 Y=0060 Z=F06A | st       Z, r1
000DC | X=0062 Y=0060 Z=F06A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F06A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F06C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F06C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F06C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F06C | brne     $00DA
000DA | X=0062 Y=0060 Z=F06C | st       Z, r1
000DC | X=0062 Y=0060 Z=F06C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F06C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F06E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F06E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F06E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F06E | brne     $00DA
000DA | X=0062 Y=0060 Z=F06E | st       Z, r1
000DC | X=0062 Y=0060 Z=F06E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F06E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F070 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F070 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F070 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F070 | brne     $00DA
000DA | X=0062 Y=0060 Z=F070 | st       Z, r1
000DC | X=0062 Y=0060 Z=F070 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F070 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F072 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F072 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F072 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F072 | brne     $00DA
000DA | X=0062 Y=0060 Z=F072 | st       Z, r1
000DC | X=0062 Y=0060 Z=F072 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F072 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F074 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F074 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F074 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F074 | brne     $00DA
000DA | X=0062 Y=0060 Z=F074 | st       Z, r1
000DC | X=0062 Y=0060 Z=F074 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F074 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F076 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F076 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F076 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F076 | brne     $00DA
000DA | X=0062 Y=0060 Z=F076 | st       Z, r1
000DC | X=0062 Y=0060 Z=F076 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F076 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F078 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F078 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F078 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F078 | brne     $00DA
000DA | X=0062 Y=0060 Z=F078 | st       Z, r1
000DC | X=0062 Y=0060 Z=F078 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F078 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F07A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F07A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F07A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F07A | brne     $00DA
000DA | X=0062 Y=0060 Z=F07A | st       Z, r1
000DC | X=0062 Y=0060 Z=F07A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F07A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F07C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F07C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F07C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F07C | brne     $00DA
000DA | X=0062 Y=0060 Z=F07C | st       Z, r1
000DC | X=0062 Y=0060 Z=F07C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F07C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F07E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F07E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F07E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F07E | brne     $00DA
000DA | X=0062 Y=0060 Z=F07E | st       Z, r1
000DC | X=0062 Y=0060 Z=F07E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F07E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F080 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F080 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F080 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F080 | brne     $00DA
000DA | X=0062 Y=0060 Z=F080 | st       Z, r1
000DC | X=0062 Y=0060 Z=F080 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F080 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F082 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F082 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F082 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F082 | brne     $00DA
000DA | X=0062 Y=0060 Z=F082 | st       Z, r1
000DC | X=0062 Y=0060 Z=F082 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F082 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F084 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F084 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F084 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F084 | brne     $00DA
000DA | X=0062 Y=0060 Z=F084 | st       Z, r1
000DC | X=0062 Y=0060 Z=F084 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F084 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F086 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F086 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F086 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F086 | brne     $00DA
000DA | X=0062 Y=0060 Z=F086 | st       Z, r1
000DC | X=0062 Y=0060 Z=F086 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F086 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F088 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F088 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F088 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F088 | brne     $00DA
000DA | X=0062 Y=0060 Z=F088 | st       Z, r1
000DC | X=0062 Y=0060 Z=F088 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F088 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F08A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F08A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F08A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F08A | brne     $00DA
000DA | X=0062 Y=0060 Z=F08A | st       Z, r1
000DC | X=0062 Y=0060 Z=F08A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F08A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F08C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F08C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F08C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F08C | brne     $00DA
000DA | X=0062 Y=0060 Z=F08C | st       Z, r1
000DC | X=0062 Y=0060 Z=F08C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F08C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F08E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F08E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F08E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F08E | brne     $00DA
000DA | X=0062 Y=0060 Z=F08E | st       Z, r1
000DC | X=0062 Y=0060 Z=F08E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F08E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F090 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F090 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F090 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F090 | brne     $00DA
000DA | X=0062 Y=0060 Z=F090 | st       Z, r1
000DC | X=0062 Y=0060 Z=F090 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F090 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F092 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F092 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F092 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F092 | brne     $00DA
000DA | X=0062 Y=0060 Z=F092 | st       Z, r1
000DC | X=0062 Y=0060 Z=F092 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F092 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F094 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F094 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F094 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F094 | brne     $00DA
000DA | X=0062 Y=0060 Z=F094 | st       Z, r1
000DC | X=0062 Y=0060 Z=F094 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F094 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F096 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F096 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F096 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F096 | brne     $00DA
000DA | X=0062 Y=0060 Z=F096 | st       Z, r1
000DC | X=0062 Y=0060 Z=F096 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F096 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F098 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F098 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F098 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F098 | brne     $00DA
000DA | X=0062 Y=0060 Z=F098 | st       Z, r1
000DC | X=0062 Y=0060 Z=F098 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F098 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F09A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F09A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F09A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F09A | brne     $00DA
000DA | X=0062 Y=0060 Z=F09A | st       Z, r1
000DC | X=0062 Y=0060 Z=F09A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F09A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F09C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F09C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F09C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F09C | brne     $00DA
000DA | X=0062 Y=0060 Z=F09C | st       Z, r1
000DC | X=0062 Y=0060 Z=F09C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F09C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F09E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F09E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F09E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F09E | brne     $00DA
000DA | X=0062 Y=0060 Z=F09E | st       Z, r1
000DC | X=0062 Y=0060 Z=F09E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F09E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0A0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0A0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0A0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0A0 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0A0 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0A0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0A0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0A2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0A2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0A2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0A2 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0A2 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0A2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0A2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0A4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0A4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0A4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0A4 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0A4 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0A4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0A4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0A6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0A6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0A6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0A6 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0A6 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0A6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0A6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0A8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0A8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0A8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0A8 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0A8 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0A8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0A8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0AA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0AA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0AA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0AA | brne     $00DA
000DA | X=0062 Y=0060 Z=F0AA | st       Z, r1
000DC | X=0062 Y=0060 Z=F0AA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0AA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0AC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0AC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0AC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0AC | brne     $00DA
000DA | X=0062 Y=0060 Z=F0AC | st       Z, r1
000DC | X=0062 Y=0060 Z=F0AC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0AC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0AE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0AE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0AE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0AE | brne     $00DA
000DA | X=0062 Y=0060 Z=F0AE | st       Z, r1
000DC | X=0062 Y=0060 Z=F0AE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0AE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0B0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0B0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0B0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0B0 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0B0 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0B0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0B0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0B2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0B2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0B2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0B2 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0B2 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0B2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0B2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0B4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0B4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0B4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0B4 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0B4 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0B4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0B4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0B6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0B6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0B6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0B6 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0B6 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0B6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0B6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0B8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0B8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0B8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0B8 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0B8 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0B8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0B8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0BA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0BA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0BA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0BA | brne     $00DA
000DA | X=0062 Y=0060 Z=F0BA | st       Z, r1
000DC | X=0062 Y=0060 Z=F0BA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0BA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0BC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0BC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0BC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0BC | brne     $00DA
000DA | X=0062 Y=0060 Z=F0BC | st       Z, r1
000DC | X=0062 Y=0060 Z=F0BC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0BC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0BE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0BE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0BE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0BE | brne     $00DA
000DA | X=0062 Y=0060 Z=F0BE | st       Z, r1
000DC | X=0062 Y=0060 Z=F0BE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0BE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0C0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0C0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0C0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0C0 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0C0 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0C0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0C0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0C2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0C2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0C2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0C2 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0C2 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0C2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0C2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0C4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0C4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0C4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0C4 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0C4 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0C4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0C4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0C6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0C6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0C6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0C6 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0C6 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0C6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0C6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0C8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0C8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0C8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0C8 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0C8 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0C8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0C8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0CA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0CA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0CA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0CA | brne     $00DA
000DA | X=0062 Y=0060 Z=F0CA | st       Z, r1
000DC | X=0062 Y=0060 Z=F0CA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0CA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0CC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0CC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0CC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0CC | brne     $00DA
000DA | X=0062 Y=0060 Z=F0CC | st       Z, r1
000DC | X=0062 Y=0060 Z=F0CC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0CC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0CE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0CE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0CE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0CE | brne     $00DA
000DA | X=0062 Y=0060 Z=F0CE | st       Z, r1
000DC | X=0062 Y=0060 Z=F0CE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0CE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0D0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0D0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0D0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0D0 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0D0 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0D0 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0D0 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0D2 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0D2 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0D2 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0D2 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0D2 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0D2 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0D2 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0D4 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0D4 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0D4 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0D4 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0D4 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0D4 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0D4 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0D6 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0D6 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0D6 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0D6 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0D6 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0D6 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0D6 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0D8 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0D8 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0D8 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0D8 | brne     $00DA
000DA | X=0062 Y=0060 Z=F0D8 | st       Z, r1
000DC | X=0062 Y=0060 Z=F0D8 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0D8 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0DA | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0DA | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0DA | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0DA | brne     $00DA
000DA | X=0062 Y=0060 Z=F0DA | st       Z, r1
000DC | X=0062 Y=0060 Z=F0DA | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0DA | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0DC | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0DC | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0DC | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0DC | brne     $00DA
000DA | X=0062 Y=0060 Z=F0DC | st       Z, r1
000DC | X=0062 Y=0060 Z=F0DC | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0DC | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0DE | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0DE | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0DE | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0DE | brne     $00DA
000DA | X=0062 Y=0060 Z=F0DE | st       Z, r1
000DC | X=0062 Y=0060 Z=F0DE | std      Z+1, r24
000DE | X=0062 Y=0060 Z=F0DE | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=F0E0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=F0E0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=F0E0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=F0E0 | brne     $00DA
